#"Step","Potential Energy (kJ/mole)","Temperature (K)","Density (g/mL)"
81,-166.16177732993623,646.0054059906432,0.020780882334166598
82,-162.64460218401913,620.734598298404,0.020780882334166598
83,-159.39291996309672,611.5756924866596,0.020780882334166598
84,-159.16433482055797,594.1206737282114,0.020780882334166598
85,-159.9704507665117,584.1989518281986,0.020780882334166598
86,-158.77073383314507,566.2346539916746,0.020780882334166598
87,-154.99885480738462,556.2837093926438,0.020780882334166598
88,-148.0650750188918,511.9947860716443,0.020780882334166598
89,-141.50997346189806,470.11854777392494,0.020780882334166598
90,-139.81134800863555,469.9311321451813,0.020780882334166598
91,-141.5004122876852,479.01472197382935,0.020780882334166598
92,-143.31595840992117,490.43385575103576,0.020780882334166598
93,-143.72010727209897,508.24901537628523,0.020780882334166598
94,-145.45989829623224,522.2863641084418,0.020780882334166598
95,-147.73687608996778,542.4878362841611,0.020780882334166598
96,-149.90531221404288,549.0724404488859,0.020780882334166598
97,-151.71997867328912,557.8962400851744,0.020780882334166598
98,-152.58514094617897,552.7585355572312,0.020780882334166598
99,-152.39081841941717,561.1835279959981,0.020780882334166598
100,-151.52676162848394,553.2030203949141,0.020780882334166598
101,-149.5461930848087,546.3560556843802,0.020780882334166598
102,-145.55946946747747,533.3844233256377,0.020780882334166598
103,-141.77882899580317,505.9926251898248,0.020780882334166598
104,-142.82063616278248,508.0857351914213,0.020780882334166598
105,-145.602957398298,528.2222637601441,0.020780882334166598
106,-143.24874846768222,493.8156150969059,0.020780882334166598
107,-135.00962532768847,452.5853951765133,0.020780882334166598
108,-129.51091256145406,394.8506258667406,0.020780882334166598
109,-131.98524342366747,421.651509053027,0.020780882334166598
110,-137.24807648995173,438.7437099341441,0.020780882334166598
111,-137.9705780527726,434.7502689606777,0.020780882334166598
112,-134.702709944434,421.7191701907407,0.020780882334166598
113,-135.6665907709752,434.21506116443067,0.020780882334166598
